Título,Anos,Local,Fichas Históricas,Quantidade de PDF,Links dos PDFs
Revista theatral ,['1896'],Lisboa,Sem Ficha Histórica,25,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/Indice/Indice_master/RevistaTheatral_1896_indice.jpg.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N25/RevistaTheatral_S2_A2_V2_N25_master/RevistaTheatral_S2_A2_V2_N25_01Jan1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N26/RevistaTheatral_S2_A2_V2_N26_master/RevistaTheatral_S2_A2_V2_N26_15Jan1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N27/RevistaTheatral_S3_A2_V2_N27_master/RevistaTheatral_S2_A2_V2_N27_01Fev1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N28/RevistaTheatral_S3_A2_V2_N28_master/RevistaTheatral_S2_A2_V2_N28_15Fev1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N29/RevistaTheatral_S3_A2_V2_N29_master/RevistaTheatral_S2_A2_V2_N29_01Mar1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N30/RevistaTheatral_S3_A2_V2_N30_master/RevistaTheatral_S2_A2_V2_N30_15Mar1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N31/RevistaTheatral_S3_A2_V2_N31_master/RevistaTheatral_S2_A2_V2_N31_01Abr1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N32/RevistaTheatral_S3_A2_V2_N32_master/RevistaTheatral_S2_A2_V2_N32_15Abr1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N33/RevistaTheatral_S2_A2_V2_N33_master/RevistaTheatral_S2_A2_V2_N33_01Mai1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N34/RevistaTheatral_S2_A2_V2_N34_master/RevistaTheatral_S2_A2_V2_N34_15Mai1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N35/RevistaTheatral_S2_A2_V2_N35_master/RevistaTheatral_S2_A2_V2_N35_01Jun1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N36/RevistaTheatral_S2_A2_V2_N36_master/RevistaTheatral_S2_A2_V2_N36_15Jun1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N37/RevistaTheatral_S2_A2_V2_N37_master/RevistaTheatral_S2_A2_V2_N37_01Jul1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N38/RevistaTheatral_S2_A2_V2_N38_master/RevistaTheatral_S2_A2_V2_N38_15Jul1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N39/RevistaTheatral_S2_A2_V2_N39_master/RevistaTheatral_S2_A2_V2_N39_01Ago1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N40/RevistaTheatral_S2_A2_V2_N40_master/RevistaTheatral_S2_A2_V2_N40_15Ago1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N41/RevistaTheatral_S2_A2_V2_N41_master/RevistaTheatral_S2_A2_V2_N41_01Set1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N42/RevistaTheatral_S2_A2_V2_N42_master/RevistaTheatral_S2_A2_V2_N42_15Set1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N43/RevistaTheatral_S2_A2_V2_N43_master/RevistaTheatral_S2_A2_V2_N43_01Out1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N44/RevistaTheatral_S2_A2_V2_N44_master/RevistaTheatral_S2_A2_V2_N44_15Out1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N45/RevistaTheatral_S2_A2_V2_N45_master/RevistaTheatral_S2_A2_V2_N45_01Nov1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N46/RevistaTheatral_S2_A2_V2_N46_master/RevistaTheatral_S2_A2_V2_N46_15Nov1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N47/RevistaTheatral_S2_A2_V2_N47_master/RevistaTheatral_S2_A2_V2_N47_01Dez1896.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RevistaTheatral/RevistaTheatral_S2_A2_V2_N48/RevistaTheatral_S2_A2_V2_N48_master/RevistaTheatral_S2_A2_V2_N48_15Dez1896.pdf']"
litterarios ,['1841-1853'],Lisboa,https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/../../FichasHistoricas/RUL.pdf,12,"['https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1841-1842/INDICES/INDICES_master/Indice1841.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1842-1843/INDICES/INDICES_master/Índice1842.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1843-1844/INDICES/INDICES_master/Índice%201843.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1844-1845/INDICES/INDICES_master/Índice%201844.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1845-1846/INDICES/INDICES_master/INDICES.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1846-1847/INDICES/INDICES_master/INDICES1846.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1847-1848/INDICES/INDICES_master/INDICES.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1848-1849/INDICES/INDICES_master/INDICES.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1849-1850/INDICES/INDICES_master/INDICES.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1850-1851/INDICES/INDICES_master/INDICES.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1851-1852/INDICES/INDICES_master/ÍNDICES.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/RUL/1852-1853/INDICES/INDICES_master/RULINDICES.pdf']"
A Revolta ,['1918'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARevolta_Lira/../../FichasHistoricas/ARevolta.pdf,2,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARevolta_Lira/N01/N01_master/ARevoltaN01.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARevolta_Lira/N02/N02_master/ARevoltaN02.pdf']"
Proletariado - Brigadas Revolucionárias ,['1974'],Sem local,Sem Ficha Histórica,1,['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Revolucao/N01/N01_master/RevolucaoN1.pdf']
Ribaltas e gambiarras ,['1881'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/../../FichasHistoricas/RibaltaseGambiarras.pdf,27,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N01/N01_master/RibaltaseGambiarrasN01.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N02/N02_master/RibaltaseGambiarrasN02.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N03/N03_master/RibaltaseGambiarrasN03.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N04/N04_master/RibaltaseGambiarrasN04.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N05/N05_master/RibaltaseGambiarrasN05.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N06/N06_master/RibaltaseGambiarrasN06.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N07/N07_master/RibaltaseGambiarrasN07.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N08/N08_master/RibaltaseGambiarrasN08.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N09/N09_master/RibaltaseGambiarrasN09.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N10/N10_master/RibaltaseGambiarrasN10.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N11/N11_master/RibaltaseGambiarrasN11.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N12/N12_master/RibaltaseGambiarrasN12.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N13/N13_master/RibaltaseGambiarrasN13.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N13/N13_master/RibaltaseGambiarrasN13.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N14/N14_master/RibaltaseGambiarrasN14.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N15/N15_master/RibaltaseGambiarrasN15.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N16/N16_master/RibaltaseGambiarrasN16.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N17/N17_master/RibaltaseGambiarrasN17.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N18/N18_master/RibaltaseGambiarrasN18.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N19/N19_master/RibaltaseGambiarrasN19.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N20/N20_master/RibaltaseGambiarrasN20.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N21/N21_master/RibaltaseGambiarrasN21.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N22/N22_master/RibaltaseGambiarrasN22.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N23/N23_master/RibaltaseGambiarrasN23.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N24/N24_master/RibaltaseGambiarrasN24.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N25/N25_master/RibaltaseGambiarrasN25.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RibaltaseGambiarras/N26/N26_master/RibaltaseGambiarrasN26.PDF']"
Os Ridículos ,['1974-1975'],Sem local,Sem Ficha Histórica,65,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N183/N183_master/OsRidiculos_N183_27Abr1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N184/N184_master/OsRidiculos_N184_4Mai1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N186/N186_master/OsRidiculos_N186_18Mai1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N187/N187_master/OsRidiculos_N187_18Mai1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N188/N188_master/OsRidiculos_N188_01Jun1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N189/N189_master/OsRidiculos_N189_08Jun1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N190/N190_master/OsRidiculos_N190_15Jun1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N191/N191_master/OsRidiculos_N191_22Jun1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N192/N192_master/OsRidiculos_N192_29Jun1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N193/N193_master/OsRidiculos_N193_11Jul1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N194/N194_master/OsRidiculos_N194_18Jul1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N195/N195_master/OsRidiculos_N195_25Jul1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N196/N196_master/OsRidiculos_N196_01Ago1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N197/N197_master/OsRidiculos_N197_08Ago1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N198/N198_master/OsRidiculos_N198_15Ago1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N199/N199_master/OsRidiculos_N199_22Ago1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N200/N200_master/OsRidiculos_N200_29Ago1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N201/N201_master/OsRidiculos_N201_05Set1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N202/N202_master/OsRidiculos_N202_12Set1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N203/N203_master/OsRidiculos_N203_19Set1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N204/N204_master/OsRidiculos_N204_26Set1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N205/N205_master/OsRidiculos_N205_03Out1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N206/N206_master/OsRidiculos_N206_10Out1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N207/N207_master/OsRidiculos_N207_17Out1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N208/N208_master/OsRidiculos_N208_24Out1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N209/N209_master/OsRidiculos_N209_31Out1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N210/N210_master/OsRidiculos_N210_07Nov1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N211/N211_master/OsRidiculos_N211_14Nov1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N212/N212_master/OsRidiculos_N212_21Nov1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N213/N213_master/OsRidiculos_N213_28Nov1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N214/N214_master/OsRidiculos_N214_05Dez1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N215/N215_master/OsRidiculos_N215_12Dez1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N216/N216_master/OsRidiculos_N216_19Dez1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N217/N217_master/OsRidiculos_N217_26Dez1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N218/N218_master/OsRidiculos_N218_02Jan1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N219/N219_master/OsRidiculos_N219_09Jan1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N220/N220_master/OsRidiculos_N220_16Jan1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N221/N221_master/OsRidiculos_N221_23Jan1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N222/N222_master/OsRidiculos_N222_30Jan1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N223/N223_master/OsRidiculos_N223_06Fev1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N224/N224_master/OsRidiculos_N224_13Fev1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N225/N225_master/OsRidiculos_N225_20Fev1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N226/N226_master/OsRidiculos_N226_27Fev1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N227/N227_master/OsRidiculos_N227_06Mar1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N228/N228_master/OsRidiculos_N228_13Mar1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N229/N229_master/OsRidiculos_N229_20Mar1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N230/N230_master/OsRidiculos_N230_27Mar1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N231/N231_master/OsRidiculos_N231_03Abr1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N232/N232_master/OsRidiculos_N232_10Abr1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N233/N233_master/OsRidiculos_N233_17Abr1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N234/N234_master/OsRidiculos_N234_24Abr1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N235/N235_master/OsRidiculos_N235_01Mai1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N236/N236_master/OsRidiculos_N236_08Mai1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N237/N237_master/OsRidiculos_N237_15Mai1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N238/N238_master/OsRidiculos_N238_22Mai1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N239/N239_master/OsRidiculos_N239_29Mai1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N240/N240_master/OsRidiculos_N240_05Jun1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N241/N241_master/OsRidiculos_N241_12Jun1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N242/N242_master/OsRidiculos_N242_19Jun1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N243/N243_master/OsRidiculos_N243_26Jun1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N244/N244_master/OsRidiculos_N244_03Jul1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N245/N245_master/OsRidiculos_N245_10Jul1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N246/N246_master/OsRidiculos_N246_17Jul1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N247/N247_master/OsRidiculos_N247_24Jul1975.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsRidiculos/N248/N248_master/OsRidiculos_N248_31Jul1975.pdf']"
Riso Mundial ,['1947-1948'],Sem local,Sem Ficha Histórica,35,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N01/N01_master/RisoMundialN01.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N02/N02_master/RisoMundialN02.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N03/N03_master/RisoMundialN03.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N04/N04_master/RisoMundialN04.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N05/N05_master/RisoMundialN05.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N06/N06_master/RisoMundialN06.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N07/N07_master/RisoMundialN07.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N08/N08_master/RisoMundialN08.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N09/N09_master/RisoMundialN09.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N10/N10_master/RisoMundialN10.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N11/N11_master/RisoMundialN11.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N12/N12_master/RisoMundialN12.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N13/N13_master/RisoMundialN13.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N14/N14_master/RisoMundialN14.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N15/N15_master/RisoMundialN15.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N16/N16_master/RisoMundialN16.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N17/N17_master/RisoMundialN17.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N18/N18_master/RisoMundialN18.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N19/N19_master/RisoMundialN19.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N20/N20_master/RisoMundialN20.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N21/N21_master/RisoMundialN21.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N22/N22_master/RisoMundialN22.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N23/N23_master/RisoMundialN23.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N24/N24_master/RisoMundialN24.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N25/N25_master/RisoMundialN25.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N26/N26_master/RisoMundialN26.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N27/N27_master/RisoMundialN27.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N28/N28_master/RisoMundialN28.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N29/N29_master/RisoMundialN29.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N30/N30_master/RisoMundialN30.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N31/N31_master/RisoMundialN31.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N32/N32_master/RisoMundialN32.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N33/N33_master/RisoMundialN33.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N34/N34_master/RisoMundialN34.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RisoMundial/N35/N35_master/RisoMundialN35.pdf']"
ARisota,['1908'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/../../../../../FichasHistoricas/ARisota.pdf,11,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N01/N01_master/ARisota_N01_23Fev1908.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N02/N02_master/ARisota_N02_01Mar1908.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N03/N03_master/ARisota_N03_08Mar1908.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N04/N04_master/ARisota_N04_15Mar1908.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N05/N05_master/ARisota_N05_22Mar1908.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N06/N06_master/ARisota_N06_29Mar1908.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N07/N07_master/ARisota_N07_12Abr1908.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N08/N08_master/ARisota_N08_19Abr1908.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N09/N09_master/ARisota_N09_26Abr1908.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N10/N10_master/ARisota_N10_03Mai1908.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota/1908/N11/N11_master/ARisota_N11_10Mai1908.pdf']"
A risota : semanário humorístico ,['1939'],Lisboa,Sem Ficha Histórica,3,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota_1939/N01/N01_master/ARisota_N01_20Mar1939.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota_1939/N02/N02_master/ARisota_N02_27Mar1939.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ARisota_1939/N04/N04_master/ARisota_N04_10Abr1939.pdf']"
Rota: de universitários para universitários ,['1958-1959'],Sem local,Sem Ficha Histórica,5,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Rota/N1/N1_master/RotaDeUniversitariosN1.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Rota/N2/N2_master/RotaN2.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Rota/N3/N3_master/RotaN3.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Rota/N4/N4_master/RotaN4.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Rota/N5/N5_master/RotaN5.pdf']"
